candidate_id,rank,score,reasoning
CAND_0002697,467,0.6882,"Matches: langchain, embeddings | Missing: valuation, rust | Over: 9y vs max 9y | Strong trajectory"
CAND_0000666,468,0.688,"Matches: computer vision, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0021757,469,0.688,"Matches: rust, faiss | Missing: valuation, git | Over: 11y vs max 9y | Strong trajectory"
CAND_0021757,470,0.688,"Matches: rust, faiss | Missing: valuation, git | Over: 11y vs max 9y | Strong trajectory"
CAND_0000388,471,0.6879,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003314,472,0.6879,"Matches: go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002638,473,0.6878,"Matches: faiss, langchain | Missing: valuation, rust | Over: 13y vs max 9y | Strong trajectory"
CAND_0004852,474,0.6877,"Matches: computer vision, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0062751,475,0.6877,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0062751,476,0.6877,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0001056,477,0.6875,"Matches: embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0062096,478,0.6875,"Matches: rust, python | Missing: valuation, git | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0062096,479,0.6875,"Matches: rust, python | Missing: valuation, git | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0002040,480,0.6872,"Matches: faiss, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0016170,481,0.6871,"Matches: computer vision, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0016170,482,0.6871,"Matches: computer vision, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0068985,483,0.6871,"Matches: rust, computer vision | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0068985,484,0.6871,"Matches: rust, computer vision | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0064282,485,0.687,"Matches: langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0064282,486,0.687,"Matches: langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0004985,487,0.6868,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002077,488,0.6868,"Matches: faiss, langchain | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0092170,489,0.6868,"Matches: go, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0092170,490,0.6868,"Matches: go, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0003121,491,0.6867,"Matches: nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000927,492,0.6866,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0004393,493,0.6866,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000705,494,0.6866,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0002703,495,0.6866,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0039308,496,0.6865,"Matches: langchain, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0039308,497,0.6865,"Matches: langchain, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0035764,498,0.6865,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0035764,499,0.6865,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0002094,500,0.6864,"Matches: rust, faiss | Missing: valuation, git | Over: 14y vs max 9y | Strong trajectory"
CAND_0003786,501,0.6864,"Matches: rust, computer vision | Missing: valuation, git | 8y exp matches requirement | Strong trajectory"
CAND_0054318,502,0.6862,"Matches: faiss, python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0054318,503,0.6862,"Matches: faiss, python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0033775,504,0.6862,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0033775,505,0.6862,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0002620,506,0.6858,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0004159,507,0.6857,"Matches: faiss, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0001940,508,0.6857,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0001940,509,0.6857,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0096474,510,0.6857,"Matches: faiss, langchain | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0096474,511,0.6857,"Matches: faiss, langchain | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0000676,512,0.6856,"Matches: rust, go | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0003680,513,0.6856,"Matches: computer vision | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0002035,514,0.6855,"Matches: rust, python | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0001093,515,0.6855,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0053001,516,0.6855,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0053001,517,0.6855,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0003937,518,0.6854,"Matches: rust, embeddings | Missing: valuation, git | Over: 12y vs max 9y | Strong trajectory"
CAND_0020375,519,0.6853,"Matches: nlp | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0020375,520,0.6853,"Matches: nlp | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0024216,521,0.6853,"Matches: faiss, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0024216,522,0.6853,"Matches: faiss, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0003660,523,0.6852,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 13y vs max 9y | Strong trajectory"
CAND_0000895,524,0.6852,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0034316,525,0.6852,"Matches: rust, python | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0034316,526,0.6852,"Matches: rust, python | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0003222,527,0.6851,"Matches: embeddings | Missing: valuation, rust | Over: 12y vs max 9y | Strong trajectory"
CAND_0003597,528,0.6851,"Matches: go | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0074325,529,0.6851,"Matches: nlp, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0074325,530,0.6851,"Matches: nlp, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0027906,531,0.6851,"Matches: rust, embeddings | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0027906,532,0.6851,"Matches: rust, embeddings | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0018925,533,0.6851,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0018925,534,0.6851,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003518,535,0.685,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001942,536,0.685,"Matches: rust, faiss | Missing: valuation, git | Over: 10y vs max 9y | Strong trajectory"
CAND_0057666,537,0.685,"Matches: computer vision, python | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0057666,538,0.685,"Matches: computer vision, python | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0048413,539,0.6849,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0048413,540,0.6849,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002969,541,0.6848,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0004675,542,0.6848,"Matches: rust | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0068410,543,0.6848,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0068410,544,0.6848,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0001597,545,0.6847,"Matches: rust, go | Missing: valuation, git | Over: 10y vs max 9y | Strong trajectory | Active candidate"
CAND_0001267,546,0.6847,"Matches: computer vision, embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0001267,547,0.6847,"Matches: computer vision, embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0082248,548,0.6846,"Matches: rust, computer vision | Missing: valuation, git | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0082248,549,0.6846,"Matches: rust, computer vision | Missing: valuation, git | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0024004,550,0.6846,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0024004,551,0.6846,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0002068,552,0.6843,"Matches: faiss | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000847,553,0.6843,"Matches: faiss, computer vision | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0000847,554,0.6843,"Matches: faiss, computer vision | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0001152,555,0.6842,"Matches: faiss, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000969,556,0.6842,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0008252,557,0.6842,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0008252,558,0.6842,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0001644,559,0.6841,"Matches: faiss | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0003536,560,0.6841,"Matches: faiss | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0003532,561,0.684,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0041568,562,0.6839,"Matches: computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0041568,563,0.6839,"Matches: computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002870,564,0.6838,"Matches: langchain | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0051890,565,0.6838,"Matches: computer vision, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0051890,566,0.6838,"Matches: computer vision, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0002270,567,0.6836,"Matches: computer vision | Missing: valuation, rust | Below: 3y vs 5y needed | Strong trajectory"
CAND_0071981,568,0.6836,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0071981,569,0.6836,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0098780,570,0.6835,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0098780,571,0.6835,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0009844,572,0.6835,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0009844,573,0.6835,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0052712,574,0.6834,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 3y vs 5y needed | Active candidate"
CAND_0052712,575,0.6834,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 3y vs 5y needed | Active candidate"
CAND_0001643,576,0.6833,"Matches: langchain | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0001481,577,0.6833,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 13y vs max 9y | Strong trajectory"
CAND_0004708,578,0.6833,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001694,579,0.6832,"Matches: faiss, langchain | Missing: valuation, rust | Over: 12y vs max 9y | Strong trajectory"
CAND_0004911,580,0.6832,"Matches: faiss, langchain | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0063037,581,0.6831,"Matches: faiss | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0063037,582,0.6831,"Matches: faiss | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0000671,583,0.683,"Matches: faiss, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0000699,584,0.683,"Matches: langchain | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0003408,585,0.683,"Matches: faiss, embeddings | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0056795,586,0.683,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0056795,587,0.683,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0009236,588,0.683,"Matches: langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0009236,589,0.683,"Matches: langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0047542,590,0.683,"Matches: embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0047542,591,0.683,"Matches: embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0012798,592,0.683,"Matches: computer vision, go | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0012798,593,0.683,"Matches: computer vision, go | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002642,594,0.6829,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0099213,595,0.6829,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0099213,596,0.6829,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0039332,597,0.6829,"Matches: nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0039332,598,0.6829,"Matches: nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0042950,599,0.6828,"Matches: faiss, computer vision | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0042950,600,0.6828,"Matches: faiss, computer vision | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0003732,601,0.6827,"Matches: faiss, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0002190,602,0.6827,"Matches: faiss | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0003510,603,0.6827,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0004252,604,0.6827,"Matches: rust | Missing: valuation, git | 8y exp matches requirement | Strong trajectory"
CAND_0046459,605,0.6827,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0046459,606,0.6827,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0042441,607,0.6827,"Matches: faiss, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0042441,608,0.6827,"Matches: faiss, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0000859,609,0.6826,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0091745,610,0.6826,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0091745,611,0.6826,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0004799,612,0.6825,"Matches: langchain, go | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0070703,613,0.6825,"Matches: computer vision, go | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0070703,614,0.6825,"Matches: computer vision, go | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0020845,615,0.6825,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0020845,616,0.6825,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0003350,617,0.6824,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0000312,618,0.6823,"Matches: rust, faiss | Missing: valuation, git | Over: 12y vs max 9y | Strong trajectory"
CAND_0000395,619,0.6823,"Matches: computer vision, python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0003022,620,0.6823,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0009325,621,0.6823,"Matches: computer vision, go | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0009325,622,0.6823,"Matches: computer vision, go | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0020954,623,0.6823,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0020954,624,0.6823,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001664,625,0.6822,"Matches: go | Missing: valuation, rust | Over: 9y vs max 9y | Strong trajectory"
CAND_0000220,626,0.6821,"Matches: faiss, langchain | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0002337,627,0.6821,"Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0077261,628,0.6821,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0077261,629,0.6821,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0035879,630,0.6821,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0035879,631,0.6821,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0006332,632,0.682,"Matches: go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0006332,633,0.682,"Matches: go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0000878,634,0.6818,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001086,635,0.6818,"Matches: nlp | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0001086,636,0.6818,"Matches: nlp | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0036973,637,0.6817,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0036973,638,0.6817,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0088378,639,0.6816,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0088378,640,0.6816,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003530,641,0.6816,"Missing: valuation, rust | Over: 9y vs max 9y | Strong trajectory"
CAND_0065016,642,0.6816,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0065016,643,0.6816,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0004123,644,0.6815,"Matches: faiss, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0002704,645,0.6815,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0059145,646,0.6815,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0059145,647,0.6815,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0001433,648,0.6814,"Matches: faiss | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0002102,649,0.6814,"Matches: langchain, go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003587,650,0.6814,"Matches: computer vision, langchain | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0004167,651,0.6813,"Matches: langchain, embeddings | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0001082,652,0.6813,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0004962,653,0.6813,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0018701,654,0.6813,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0018701,655,0.6813,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0054804,656,0.6813,"Matches: faiss, go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0054804,657,0.6813,"Matches: faiss, go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0092070,658,0.6813,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0092070,659,0.6813,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002612,660,0.6812,"Matches: faiss, nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0002516,661,0.6812,"Matches: langchain | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0001672,662,0.6812,"Matches: langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0000981,663,0.6812,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0004298,664,0.6812,"Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0093470,665,0.6812,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0093470,666,0.6812,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002356,667,0.6811,"Matches: rust, faiss | Missing: valuation, git | Over: 12y vs max 9y | Strong trajectory"
CAND_0000547,668,0.6811,"Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0071321,669,0.6811,"Matches: rust | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0071321,670,0.6811,"Matches: rust | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0004900,671,0.681,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0084391,672,0.681,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0084391,673,0.681,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0004112,674,0.681,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0004112,675,0.681,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0017477,676,0.681,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0017477,677,0.681,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0000664,678,0.6809,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0000664,679,0.6809,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0001733,680,0.6808,"Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0000454,681,0.6808,"Matches: computer vision, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0013440,682,0.6808,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0013440,683,0.6808,"Matches: embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0040724,684,0.6808,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0040724,685,0.6808,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002361,686,0.6807,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0022274,687,0.6807,"Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0022274,688,0.6807,"Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0070449,689,0.6807,"Matches: rust, computer vision | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0070449,690,0.6807,"Matches: rust, computer vision | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0002243,691,0.6806,"Matches: langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0004848,692,0.6806,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0040946,693,0.6806,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0040946,694,0.6806,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0049104,695,0.6806,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0049104,696,0.6806,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0037735,697,0.6805,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0037735,698,0.6805,"Matches: computer vision, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001181,699,0.6804,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0004337,700,0.6804,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory | Active candidate"
CAND_0019754,701,0.6804,"Matches: computer vision | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0019754,702,0.6804,"Matches: computer vision | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0029714,703,0.6803,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0029714,704,0.6803,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0000552,705,0.6801,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0003756,706,0.6801,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003564,707,0.6801,"Matches: go | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0023458,708,0.68,"Matches: faiss | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0023458,709,0.68,"Matches: faiss | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0024878,710,0.68,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0024878,711,0.68,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0000633,712,0.68,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0000633,713,0.68,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
